node_id,level1,level2,leaf_id,layer_id,flow,node_name,layer_name
76,2,38,NA,7,4.84864e-4,ASV_00076,SE1
77,1,4,283,1,1.3943e-4,ASV_00077,IT1
77,1,2,79,2,5.27535e-4,ASV_00077,IT2
77,1,4,325,3,6.37557e-5,ASV_00077,IT3
78,1,4,5,1,4.19258e-4,ASV_00078,IT1
78,1,2,3,2,8.42728e-4,ASV_00078,IT2
78,1,4,517,3,7.12304e-6,ASV_00078,IT3
78,3,221,NA,4,2.5449e-4,ASV_00078,FI1
78,1,1,315,5,6.61685e-4,ASV_00078,UK1
78,1,3,331,6,1.64965e-4,ASV_00078,UK2
78,2,350,NA,7,2.14551e-4,ASV_00078,SE1
79,1,4,194,1,2.07692e-4,ASV_00079,IT1
79,1,2,2,2,8.62214e-4,ASV_00079,IT2
79,1,4,479,3,2.58755e-5,ASV_00079,IT3
79,1,1,352,5,6.17249e-4,ASV_00079,UK1
79,1,3,551,6,1.06315e-4,ASV_00079,UK2
80,1,2,551,2,1.58478e-4,ASV_00080,IT2
80,1,4,343,3,5.76113e-5,ASV_00080,IT3
80,3,217,NA,4,2.57819e-4,ASV_00080,FI1
80,1,1,366,5,6.05235e-4,ASV_00080,UK1
80,1,3,132,6,2.17756e-4,ASV_00080,UK2
80,2,329,NA,7,2.29184e-4,ASV_00080,SE1
81,1,4,259,1,1.6745e-4,ASV_00081,IT1
81,1,2,223,2,4.07047e-4,ASV_00081,IT2
81,1,4,501,3,1.82089e-5,ASV_00081,IT3
81,3,144,NA,4,3.33228e-4,ASV_00081,FI1
81,1,1,201,5,7.59584e-4,ASV_00081,UK1
81,1,3,35,6,2.7557e-4,ASV_00081,UK2
81,2,225,NA,7,2.93515e-4,ASV_00081,SE1
82,1,1,83,5,8.93038e-4,ASV_00082,UK1
82,1,3,349,6,1.59379e-4,ASV_00082,UK2
82,2,309,NA,7,2.47053e-4,ASV_00082,SE1
83,1,4,277,1,1.47189e-4,ASV_00083,IT1
83,1,2,391,2,2.99865e-4,ASV_00083,IT2
83,1,4,466,3,2.80181e-5,ASV_00083,IT3
83,3,70,NA,4,3.95159e-4,ASV_00083,FI1
83,1,1,459,5,4.5126e-4,ASV_00083,UK1
83,1,3,372,6,1.5319e-4,ASV_00083,UK2
83,2,407,NA,7,1.6526e-4,ASV_00083,SE1
84,1,4,3,1,4.4205e-4,ASV_00084,IT1
84,1,2,366,2,3.14803e-4,ASV_00084,IT2
84,1,4,407,3,4.04539e-5,ASV_00084,IT3
84,3,273,NA,4,1.90212e-4,ASV_00084,FI1
84,1,1,489,5,2.18552e-4,ASV_00084,UK1
84,1,3,36,6,2.72589e-4,ASV_00084,UK2
84,2,209,NA,7,3.02318e-4,ASV_00084,SE1
85,1,2,252,2,3.90623e-4,ASV_00085,IT2
85,3,282,NA,4,1.77302e-4,ASV_00085,FI1
85,1,1,402,5,5.66167e-4,ASV_00085,UK1
85,1,3,89,6,2.38395e-4,ASV_00085,UK2
85,2,280,NA,7,2.67212e-4,ASV_00085,SE1
86,1,4,83,1,2.80244e-4,ASV_00086,IT1
86,1,2,348,2,3.26342e-4,ASV_00086,IT2
86,1,4,353,3,5.40064e-5,ASV_00086,IT3
86,3,107,NA,4,3.69595e-4,ASV_00086,FI1
86,1,1,254,5,7.21677e-4,ASV_00086,UK1
86,1,3,222,6,1.88053e-4,ASV_00086,UK2
86,2,257,NA,7,2.78672e-4,ASV_00086,SE1
87,1,4,181,1,2.14026e-4,ASV_00087,IT1
87,1,2,121,2,4.87842e-4,ASV_00087,IT2
87,1,4,380,3,4.69266e-5,ASV_00087,IT3
87,3,10,NA,4,5.22764e-4,ASV_00087,FI1
87,1,1,269,5,7.11362e-4,ASV_00087,UK1
87,1,3,562,6,1.03173e-4,ASV_00087,UK2
87,2,298,NA,7,2.51699e-4,ASV_00087,SE1
88,1,4,198,1,2.05229e-4,ASV_00088,IT1
88,1,2,397,2,2.96837e-4,ASV_00088,IT2
88,1,1,180,5,7.8082e-4,ASV_00088,UK1
88,1,3,380,6,1.51208e-4,ASV_00088,UK2
88,2,136,NA,7,3.52912e-4,ASV_00088,SE1
89,1,4,205,1,1.98863e-4,ASV_00089,IT1
89,1,2,8,2,7.4974e-4,ASV_00089,IT2
89,1,4,393,3,4.24443e-5,ASV_00089,IT3
89,1,1,365,5,6.0552e-4,ASV_00089,UK1
89,1,3,108,6,2.30466e-4,ASV_00089,UK2
90,1,4,77,1,2.83013e-4,ASV_00090,IT1
90,1,2,306,2,3.48902e-4,ASV_00090,IT2
90,1,4,334,3,6.06411e-5,ASV_00090,IT3
90,3,110,NA,4,3.68178e-4,ASV_00090,FI1
90,1,1,470,5,4.1508e-4,ASV_00090,UK1
90,1,3,368,6,1.54897e-4,ASV_00090,UK2
90,2,40,NA,7,4.824e-4,ASV_00090,SE1
91,1,4,248,1,1.73605e-4,ASV_00091,IT1
91,1,2,483,2,2.30476e-4,ASV_00091,IT2
91,1,4,413,3,3.93879e-5,ASV_00091,IT3
91,1,1,205,5,7.57314e-4,ASV_00091,UK1
91,1,3,131,6,2.17996e-4,ASV_00091,UK2
92,1,4,282,1,1.39653e-4,ASV_00092,IT1
92,1,2,62,2,5.54069e-4,ASV_00092,IT2
92,1,4,362,3,5.15344e-5,ASV_00092,IT3
92,3,53,NA,4,4.23829e-4,ASV_00092,FI1
92,1,1,437,5,5.09518e-4,ASV_00092,UK1
92,1,3,113,6,2.25501e-4,ASV_00092,UK2
92,2,182,NA,7,3.19402e-4,ASV_00092,SE1
93,1,4,40,1,3.20651e-4,ASV_00093,IT1
93,1,2,273,2,3.71278e-4,ASV_00093,IT2
93,3,188,NA,4,2.91688e-4,ASV_00093,FI1
93,1,1,300,5,6.76468e-4,ASV_00093,UK1
93,1,3,444,6,1.37932e-4,ASV_00093,UK2
93,2,217,NA,7,2.99288e-4,ASV_00093,SE1
94,1,2,532,2,1.84493e-4,ASV_00094,IT2
94,3,131,NA,4,3.49003e-4,ASV_00094,FI1
94,1,1,355,5,6.15811e-4,ASV_00094,UK1
94,1,3,119,6,2.21909e-4,ASV_00094,UK2
94,2,404,NA,7,1.69635e-4,ASV_00094,SE1
95,1,4,150,1,2.37199e-4,ASV_00095,IT1
95,1,2,505,2,2.14768e-4,ASV_00095,IT2
95,1,4,475,3,2.64805e-5,ASV_00095,IT3
95,1,1,197,5,7.63159e-4,ASV_00095,UK1
95,1,3,70,6,2.49752e-4,ASV_00095,UK2
95,2,69,NA,7,4.24656e-4,ASV_00095,SE1
96,1,4,122,1,2.5182e-4,ASV_00096,IT1
96,1,2,452,2,2.57554e-4,ASV_00096,IT2
96,1,4,473,3,2.66076e-5,ASV_00096,IT3
96,3,104,NA,4,3.71988e-4,ASV_00096,FI1
96,1,1,376,5,5.93088e-4,ASV_00096,UK1
96,1,3,104,6,2.31073e-4,ASV_00096,UK2
96,2,2,NA,7,7.28908e-4,ASV_00096,SE1
97,1,4,146,1,2.38824e-4,ASV_00097,IT1
97,1,2,341,2,3.29885e-4,ASV_00097,IT2
97,1,4,397,3,4.18219e-5,ASV_00097,IT3
97,1,1,287,5,6.86193e-4,ASV_00097,UK1
97,1,3,287,6,1.72375e-4,ASV_00097,UK2
97,2,202,NA,7,3.07721e-4,ASV_00097,SE1
98,1,4,301,1,1.08333e-4,ASV_00098,IT1
98,1,2,436,2,2.68683e-4,ASV_00098,IT2
98,1,4,316,3,7.19194e-5,ASV_00098,IT3
98,1,1,252,5,7.25379e-4,ASV_00098,UK1
99,1,4,38,1,3.21758e-4,ASV_00099,IT1
99,1,2,143,2,4.65173e-4,ASV_00099,IT2
99,3,52,NA,4,4.29037e-4,ASV_00099,FI1
99,1,1,248,5,7.27607e-4,ASV_00099,UK1
99,1,3,512,6,1.16954e-4,ASV_00099,UK2
100,1,2,64,2,5.49048e-4,ASV_00100,IT2
100,1,4,328,3,6.26386e-5,ASV_00100,IT3
100,3,200,NA,4,2.75291e-4,ASV_00100,FI1
100,1,1,206,5,7.56834e-4,ASV_00100,UK1
100,1,3,363,6,1.5549e-4,ASV_00100,UK2
100,2,326,NA,7,2.30183e-4,ASV_00100,SE1
101,1,4,13,1,3.74942e-4,ASV_00101,IT1
101,1,2,93,2,5.18763e-4,ASV_00101,IT2
101,3,28,NA,4,4.78073e-4,ASV_00101,FI1
101,1,1,225,5,7.43838e-4,ASV_00101,UK1
101,1,3,385,6,1.50239e-4,ASV_00101,UK2
101,2,409,NA,7,1.64195e-4,ASV_00101,SE1
102,1,4,46,1,3.13178e-4,ASV_00102,IT1
102,1,2,440,2,2.6744e-4,ASV_00102,IT2
102,1,4,359,3,5.21604e-5,ASV_00102,IT3
102,1,1,184,5,7.76225e-4,ASV_00102,UK1
102,1,3,352,6,1.58651e-4,ASV_00102,UK2
103,1,4,70,1,2.85629e-4,ASV_00103,IT1
103,1,2,531,2,1.85962e-4,ASV_00103,IT2
103,1,4,510,3,1.54171e-5,ASV_00103,IT3
103,1,1,204,5,7.58078e-4,ASV_00103,UK1
103,1,3,618,6,7.0221e-5,ASV_00103,UK2
104,1,2,274,2,3.71193e-4,ASV_00104,IT2
104,1,4,474,3,2.65634e-5,ASV_00104,IT3
104,3,124,NA,4,3.53655e-4,ASV_00104,FI1
104,1,1,288,5,6.85226e-4,ASV_00104,UK1
104,1,3,69,6,2.5127e-4,ASV_00104,UK2
104,2,206,NA,7,3.04095e-4,ASV_00104,SE1
105,1,4,50,1,3.0906e-4,ASV_00105,IT1
105,1,2,447,2,2.59859e-4,ASV_00105,IT2
105,1,4,369,3,4.95182e-5,ASV_00105,IT3
105,3,184,NA,4,2.95106e-4,ASV_00105,FI1
105,1,1,24,5,9.77185e-4,ASV_00105,UK1
105,1,3,613,6,7.3221e-5,ASV_00105,UK2
105,2,212,NA,7,3.01461e-4,ASV_00105,SE1
106,1,4,245,1,1.74282e-4,ASV_00106,IT1
106,1,2,556,2,1.43636e-4,ASV_00106,IT2
106,3,318,NA,4,1.32359e-4,ASV_00106,FI1
106,1,1,379,5,5.90336e-4,ASV_00106,UK1
106,1,3,478,6,1.26347e-4,ASV_00106,UK2
106,2,148,NA,7,3.44779e-4,ASV_00106,SE1
107,1,4,140,1,2.42314e-4,ASV_00107,IT1
107,1,2,564,2,1.12933e-4,ASV_00107,IT2
107,1,4,322,3,6.82008e-5,ASV_00107,IT3
107,3,310,NA,4,1.5387e-4,ASV_00107,FI1
107,1,1,347,5,6.2074e-4,ASV_00107,UK1
107,1,3,506,6,1.18812e-4,ASV_00107,UK2
107,2,261,NA,7,2.76629e-4,ASV_00107,SE1
108,1,2,174,2,4.43391e-4,ASV_00108,IT2
108,1,1,155,5,8.01242e-4,ASV_00108,UK1
108,1,3,110,6,2.2763e-4,ASV_00108,UK2
109,1,2,554,2,1.44261e-4,ASV_00109,IT2
109,3,37,NA,4,4.56806e-4,ASV_00109,FI1
109,1,1,61,5,9.18296e-4,ASV_00109,UK1
109,1,3,109,6,2.27932e-4,ASV_00109,UK2
109,2,244,NA,7,2.84679e-4,ASV_00109,SE1
110,1,4,239,1,1.77463e-4,ASV_00110,IT1
110,1,2,480,2,2.34149e-4,ASV_00110,IT2
110,1,1,226,5,7.43792e-4,ASV_00110,UK1
110,1,3,578,6,9.49912e-5,ASV_00110,UK2
110,2,356,NA,7,2.09325e-4,ASV_00110,SE1
111,1,4,86,1,2.78996e-4,ASV_00111,IT1
111,1,2,97,2,5.17546e-4,ASV_00111,IT2
111,1,4,381,3,4.68273e-5,ASV_00111,IT3
111,1,1,27,5,9.6777e-4,ASV_00111,UK1
112,1,4,128,1,2.49847e-4,ASV_00112,IT1
112,1,2,239,2,3.99682e-4,ASV_00112,IT2
112,1,4,412,3,3.97272e-5,ASV_00112,IT3
112,3,128,NA,4,3.52088e-4,ASV_00112,FI1
112,1,1,75,5,9.00454e-4,ASV_00112,UK1
112,1,3,290,6,1.72278e-4,ASV_00112,UK2
112,2,34,NA,7,4.98319e-4,ASV_00112,SE1
113,1,4,85,1,2.79412e-4,ASV_00113,IT1
113,1,2,313,2,3.43112e-4,ASV_00113,IT2
113,1,4,515,3,1.08149e-5,ASV_00113,IT3
113,3,236,NA,4,2.38226e-4,ASV_00113,FI1
113,1,1,278,5,6.97859e-4,ASV_00113,UK1
113,1,3,210,6,1.90288e-4,ASV_00113,UK2
113,2,107,NA,7,3.83124e-4,ASV_00113,SE1
114,1,4,232,1,1.82939e-4,ASV_00114,IT1
115,1,2,169,2,4.45645e-4,ASV_00115,IT2
115,1,1,114,5,8.5089e-4,ASV_00115,UK1
116,1,4,117,1,2.54663e-4,ASV_00116,IT1
116,1,2,540,2,1.80777e-4,ASV_00116,IT2
116,1,4,481,3,2.56875e-5,ASV_00116,IT3
116,3,239,NA,4,2.34869e-4,ASV_00116,FI1
116,1,1,450,5,4.79313e-4,ASV_00116,UK1
116,1,3,448,6,1.37118e-4,ASV_00116,UK2
116,2,158,NA,7,3.37786e-4,ASV_00116,SE1
117,1,4,120,1,2.52857e-4,ASV_00117,IT1
117,1,2,133,2,4.74023e-4,ASV_00117,IT2
117,1,4,498,3,1.86086e-5,ASV_00117,IT3
117,3,99,NA,4,3.75201e-4,ASV_00117,FI1
117,1,1,76,5,8.99701e-4,ASV_00117,UK1
117,1,3,78,6,2.46824e-4,ASV_00117,UK2
118,1,4,255,1,1.71357e-4,ASV_00118,IT1
118,1,2,321,2,3.39562e-4,ASV_00118,IT2
118,3,39,NA,4,4.52445e-4,ASV_00118,FI1
118,1,1,286,5,6.86783e-4,ASV_00118,UK1
118,1,3,283,6,1.73056e-4,ASV_00118,UK2
118,2,177,NA,7,3.2291e-4,ASV_00118,SE1
119,1,2,202,2,4.18251e-4,ASV_00119,IT2
119,1,4,482,3,2.51474e-5,ASV_00119,IT3
119,3,42,NA,4,4.50682e-4,ASV_00119,FI1
119,1,1,481,5,3.47503e-4,ASV_00119,UK1
119,1,3,310,6,1.682e-4,ASV_00119,UK2
120,1,4,236,1,1.79304e-4,ASV_00120,IT1
120,1,2,245,2,3.95406e-4,ASV_00120,IT2
120,1,1,427,5,5.30604e-4,ASV_00120,UK1
120,1,3,51,6,2.6239e-4,ASV_00120,UK2
120,2,427,NA,7,1.39686e-4,ASV_00120,SE1
121,3,17,NA,4,4.98301e-4,ASV_00121,FI1
121,1,1,316,5,6.61213e-4,ASV_00121,UK1
121,1,3,453,6,1.35791e-4,ASV_00121,UK2
122,1,4,182,1,2.13702e-4,ASV_00122,IT1
122,1,2,77,2,5.29432e-4,ASV_00122,IT2
122,1,4,405,3,4.05505e-5,ASV_00122,IT3
122,1,1,100,5,8.75228e-4,ASV_00122,UK1
123,1,2,286,2,3.60991e-4,ASV_00123,IT2
123,3,46,NA,4,4.38353e-4,ASV_00123,FI1
123,1,1,370,5,6.03041e-4,ASV_00123,UK1
123,1,3,332,6,1.64707e-4,ASV_00123,UK2
123,2,193,NA,7,3.12627e-4,ASV_00123,SE1
124,1,4,178,1,2.15721e-4,ASV_00125,IT1
124,1,2,491,2,2.27279e-4,ASV_00125,IT2
124,3,317,NA,4,1.40347e-4,ASV_00125,FI1
124,1,1,120,5,8.40997e-4,ASV_00125,UK1
124,1,3,427,6,1.42689e-4,ASV_00125,UK2
124,2,242,NA,7,2.85053e-4,ASV_00125,SE1
125,3,150,NA,4,3.25814e-4,ASV_00126,FI1
125,1,1,94,5,8.84993e-4,ASV_00126,UK1
125,1,3,62,6,2.56921e-4,ASV_00126,UK2
125,2,18,NA,7,5.6012e-4,ASV_00126,SE1
126,1,4,60,1,2.97867e-4,ASV_00127,IT1
126,1,2,394,2,2.98024e-4,ASV_00127,IT2
126,1,4,497,3,1.86694e-5,ASV_00127,IT3
126,1,1,223,5,7.44295e-4,ASV_00127,UK1
126,1,3,405,6,1.46506e-4,ASV_00127,UK2
127,1,4,51,1,3.08971e-4,ASV_00128,IT1
127,1,2,511,2,2.09868e-4,ASV_00128,IT2
127,1,4,374,3,4.82795e-5,ASV_00128,IT3
127,3,91,NA,4,3.78818e-4,ASV_00128,FI1
127,1,1,237,5,7.37075e-4,ASV_00128,UK1
127,1,3,394,6,1.48807e-4,ASV_00128,UK2
127,2,216,NA,7,2.99535e-4,ASV_00128,SE1
128,1,4,129,1,2.49123e-4,ASV_00129,IT1
128,1,2,489,2,2.28074e-4,ASV_00129,IT2
128,1,4,488,3,2.15336e-5,ASV_00129,IT3
128,1,1,284,5,6.91384e-4,ASV_00129,UK1
128,1,3,611,6,7.4698e-5,ASV_00129,UK2
129,1,4,113,1,2.58563e-4,ASV_00130,IT1
129,1,2,189,2,4.29442e-4,ASV_00130,IT2
129,1,4,319,3,7.03988e-5,ASV_00130,IT3
129,3,54,NA,4,4.2289e-4,ASV_00130,FI1
129,1,1,85,5,8.92416e-4,ASV_00130,UK1
129,1,3,189,6,1.99553e-4,ASV_00130,UK2
130,1,4,49,1,3.09128e-4,ASV_00131,IT1
130,1,2,471,2,2.41033e-4,ASV_00131,IT2
130,1,4,400,3,4.1445e-5,ASV_00131,IT3
130,3,275,NA,4,1.88188e-4,ASV_00131,FI1
130,1,1,490,5,1.84816e-4,ASV_00131,UK1
130,1,3,67,6,2.52893e-4,ASV_00131,UK2
130,2,146,NA,7,3.46929e-4,ASV_00131,SE1
131,1,2,38,2,6.08897e-4,ASV_00132,IT2
131,1,1,468,5,4.17471e-4,ASV_00132,UK1
131,1,3,410,6,1.45459e-4,ASV_00132,UK2
132,1,4,118,1,2.54379e-4,ASV_00133,IT1
132,1,2,48,2,5.82789e-4,ASV_00133,IT2
132,1,4,463,3,2.81458e-5,ASV_00133,IT3
132,3,170,NA,4,3.04701e-4,ASV_00133,FI1
132,1,1,387,5,5.81826e-4,ASV_00133,UK1
132,1,3,588,6,9.20711e-5,ASV_00133,UK2
133,3,41,NA,4,4.51918e-4,ASV_00134,FI1
133,1,1,354,5,6.15947e-4,ASV_00134,UK1
133,1,3,198,6,1.95358e-4,ASV_00134,UK2
133,2,97,NA,7,3.95666e-4,ASV_00134,SE1
134,1,4,426,3,3.70321e-5,ASV_00135,IT3
134,3,111,NA,4,3.67641e-4,ASV_00135,FI1
134,1,1,264,5,7.16212e-4,ASV_00135,UK1
134,1,3,411,6,1.45215e-4,ASV_00135,UK2
134,2,149,NA,7,3.44612e-4,ASV_00135,SE1
135,1,4,173,1,2.18747e-4,ASV_00136,IT1
135,1,2,534,2,1.82365e-4,ASV_00136,IT2
135,1,4,376,3,4.77152e-5,ASV_00136,IT3
135,3,101,NA,4,3.73981e-4,ASV_00136,FI1
135,1,1,167,5,7.9021e-4,ASV_00136,UK1
135,1,3,624,6,6.12934e-5,ASV_00136,UK2
135,2,184,NA,7,3.1718e-4,ASV_00136,SE1
136,1,4,19,1,3.6271e-4,ASV_00137,IT1
136,1,2,33,2,6.1853e-4,ASV_00137,IT2
136,1,4,455,3,2.99805e-5,ASV_00137,IT3
136,1,1,11,5,0.00102252,ASV_00137,UK1
136,1,3,341,6,1.61909e-4,ASV_00137,UK2
137,1,2,296,2,3.5446e-4,ASV_00138,IT2
137,3,137,NA,4,3.40358e-4,ASV_00138,FI1
137,1,1,446,5,4.88682e-4,ASV_00138,UK1
137,1,3,312,6,1.68131e-4,ASV_00138,UK2
137,2,265,NA,7,2.75978e-4,ASV_00138,SE1
138,1,4,286,1,1.3626e-4,ASV_00139,IT1
138,1,2,96,2,5.17899e-4,ASV_00139,IT2
138,1,1,90,5,8.87357e-4,ASV_00139,UK1
138,1,3,33,6,2.76737e-4,ASV_00139,UK2
138,2,154,NA,7,3.39727e-4,ASV_00139,SE1
139,1,4,221,1,1.90229e-4,ASV_00140,IT1
139,1,2,119,2,4.88944e-4,ASV_00140,IT2
139,1,4,396,3,4.1999e-5,ASV_00140,IT3
139,3,311,NA,4,1.53818e-4,ASV_00140,FI1
139,1,1,209,5,7.5575e-4,ASV_00140,UK1
139,1,3,214,6,1.89822e-4,ASV_00140,UK2
139,2,391,NA,7,1.81027e-4,ASV_00140,SE1
140,1,4,256,1,1.69153e-4,ASV_00141,IT1
140,1,2,84,2,5.25275e-4,ASV_00141,IT2
140,1,4,377,3,4.75075e-5,ASV_00141,IT3
140,1,1,298,5,6.7766e-4,ASV_00141,UK1
140,1,3,139,6,2.16156e-4,ASV_00141,UK2
140,2,444,NA,7,1.07769e-4,ASV_00141,SE1
141,1,4,17,1,3.64301e-4,ASV_00142,IT1
141,1,2,104,2,5.07307e-4,ASV_00142,IT2
141,1,4,337,3,6.05469e-5,ASV_00142,IT3
141,3,247,NA,4,2.29826e-4,ASV_00142,FI1
141,1,1,292,5,6.83064e-4,ASV_00142,UK1
141,1,3,185,6,2.00804e-4,ASV_00142,UK2
141,2,349,NA,7,2.15258e-4,ASV_00142,SE1
142,1,1,219,5,7.4875e-4,ASV_00143,UK1
142,1,3,623,6,6.27925e-5,ASV_00143,UK2
142,2,414,NA,7,1.56047e-4,ASV_00143,SE1
143,1,4,202,1,2.0251e-4,ASV_00144,IT1
143,1,2,200,2,4.19575e-4,ASV_00144,IT2
143,1,4,446,3,3.27413e-5,ASV_00144,IT3
143,3,100,NA,4,3.75008e-4,ASV_00144,FI1
143,1,1,231,5,7.39469e-4,ASV_00144,UK1
143,1,3,271,6,1.75295e-4,ASV_00144,UK2
143,2,73,NA,7,4.21385e-4,ASV_00144,SE1
144,1,4,226,1,1.87681e-4,ASV_00145,IT1
144,1,2,283,2,3.64725e-4,ASV_00145,IT2
144,1,4,361,3,5.17837e-5,ASV_00145,IT3
144,1,1,422,5,5.34438e-4,ASV_00145,UK1
145,1,2,450,2,2.59086e-4,ASV_00146,IT2
145,1,4,329,3,6.2548e-5,ASV_00146,IT3
145,3,60,NA,4,4.10996e-4,ASV_00146,FI1
145,1,1,291,5,6.84224e-4,ASV_00146,UK1
145,1,3,483,6,1.24266e-4,ASV_00146,UK2
145,2,376,NA,7,1.92786e-4,ASV_00146,SE1
146,1,4,126,1,2.50439e-4,ASV_00147,IT1
146,1,2,86,2,5.23202e-4,ASV_00147,IT2
146,1,4,403,3,4.0834e-5,ASV_00147,IT3
146,1,1,141,5,8.17605e-4,ASV_00147,UK1
146,1,3,529,6,1.12813e-4,ASV_00147,UK2
147,1,4,169,1,2.21907e-4,ASV_00148,IT1
147,1,2,35,2,6.15248e-4,ASV_00148,IT2
147,1,4,493,3,2.03553e-5,ASV_00148,IT3
147,3,32,NA,4,4.66029e-4,ASV_00148,FI1
147,1,1,322,5,6.56108e-4,ASV_00148,UK1
147,1,3,96,6,2.34461e-4,ASV_00148,UK2
147,2,101,NA,7,3.90355e-4,ASV_00148,SE1
148,3,33,NA,4,4.62941e-4,ASV_00149,FI1
148,1,1,380,5,5.89183e-4,ASV_00149,UK1
148,1,3,439,6,1.38767e-4,ASV_00149,UK2
148,2,87,NA,7,4.04579e-4,ASV_00149,SE1
149,1,4,235,1,1.81775e-4,ASV_00150,IT1
149,1,2,214,2,4.12252e-4,ASV_00150,IT2
149,1,4,371,3,4.86255e-5,ASV_00150,IT3
150,1,2,459,2,2.51312e-4,ASV_00151,IT2
150,1,4,489,3,2.12932e-5,ASV_00151,IT3
150,3,83,NA,4,3.84315e-4,ASV_00151,FI1
150,1,1,239,5,7.35655e-4,ASV_00151,UK1
150,1,3,136,6,2.16899e-4,ASV_00151,UK2
150,2,302,NA,7,2.48886e-4,ASV_00151,SE1
151,1,4,145,1,2.3909e-4,ASV_00152,IT1
151,1,2,110,2,4.97249e-4,ASV_00152,IT2
151,3,267,NA,4,2.02116e-4,ASV_00152,FI1
151,1,1,54,5,9.26642e-4,ASV_00152,UK1
151,1,3,144,6,2.151e-4,ASV_00152,UK2
151,2,187,NA,7,3.15613e-4,ASV_00152,SE1
152,1,2,88,2,5.22318e-4,ASV_00153,IT2
152,1,4,417,3,3.83787e-5,ASV_00153,IT3
152,1,1,230,5,7.40795e-4,ASV_00153,UK1
152,1,3,564,6,1.01882e-4,ASV_00153,UK2
153,1,4,253,1,1.71725e-4,ASV_00154,IT1
153,1,2,486,2,2.29681e-4,ASV_00154,IT2
153,1,1,92,5,8.85919e-4,ASV_00154,UK1
154,1,4,266,1,1.59931e-4,ASV_00155,IT1
154,1,2,55,2,5.66945e-4,ASV_00155,IT2
154,1,4,478,3,2.60414e-5,ASV_00155,IT3
154,3,253,NA,4,2.21796e-4,ASV_00155,FI1
154,1,1,281,5,6.9492e-4,ASV_00155,UK1
154,1,3,570,6,1.00185e-4,ASV_00155,UK2
154,2,339,NA,7,2.20644e-4,ASV_00155,SE1
155,1,4,155,1,2.36193e-4,ASV_00156,IT1
155,1,2,515,2,2.08365e-4,ASV_00156,IT2
155,3,149,NA,4,3.26642e-4,ASV_00156,FI1
155,1,1,304,5,6.72048e-4,ASV_00156,UK1
155,1,3,295,6,1.71778e-4,ASV_00156,UK2
155,2,306,NA,7,2.4785e-4,ASV_00156,SE1
156,1,4,157,1,2.3455e-4,ASV_00157,IT1
156,1,2,185,2,4.31738e-4,ASV_00157,IT2
156,1,4,502,3,1.75755e-5,ASV_00157,IT3
156,3,281,NA,4,1.77376e-4,ASV_00157,FI1
156,1,1,38,5,9.49976e-4,ASV_00157,UK1
156,1,3,81,6,2.4418e-4,ASV_00157,UK2
156,2,341,NA,7,2.19649e-4,ASV_00157,SE1
157,1,2,527,2,1.93203e-4,ASV_00158,IT2
157,3,1,NA,4,5.6189e-4,ASV_00158,FI1
157,1,1,283,5,6.93977e-4,ASV_00158,UK1
157,1,3,535,6,1.11167e-4,ASV_00158,UK2
158,1,4,28,1,3.37907e-4,ASV_00159,IT1
158,1,2,18,2,6.69041e-4,ASV_00159,IT2
158,1,4,409,3,4.03492e-5,ASV_00159,IT3
158,1,1,104,5,8.64814e-4,ASV_00159,UK1
158,1,3,6,6,3.50435e-4,ASV_00159,UK2
158,2,433,NA,7,1.31357e-4,ASV_00159,SE1
159,1,4,11,1,3.86599e-4,ASV_00160,IT1
159,1,2,15,2,6.77197e-4,ASV_00160,IT2
159,1,4,422,3,3.78239e-5,ASV_00160,IT3
159,3,92,NA,4,3.7829e-4,ASV_00160,FI1
159,1,1,74,5,9.00499e-4,ASV_00160,UK1
159,1,3,87,6,2.38967e-4,ASV_00160,UK2
159,2,5,NA,7,6.52102e-4,ASV_00160,SE1
160,1,2,376,2,3.08619e-4,ASV_00161,IT2
160,3,179,NA,4,2.98086e-4,ASV_00161,FI1
160,1,1,345,5,6.24186e-4,ASV_00161,UK1
160,1,3,252,6,1.80513e-4,ASV_00161,UK2
160,2,278,NA,7,2.70245e-4,ASV_00161,SE1
161,1,4,81,1,2.80551e-4,ASV_00162,IT1
161,1,2,22,2,6.54344e-4,ASV_00162,IT2
161,1,4,506,3,1.65551e-5,ASV_00162,IT3
161,1,1,18,5,9.98077e-4,ASV_00162,UK1
161,1,3,228,6,1.86661e-4,ASV_00162,UK2
162,1,4,299,1,1.12063e-4,ASV_00163,IT1
162,1,2,7,2,7.50736e-4,ASV_00163,IT2
162,1,4,462,3,2.8369e-5,ASV_00163,IT3
162,3,174,NA,4,3.03113e-4,ASV_00163,FI1
162,1,1,130,5,8.27609e-4,ASV_00163,UK1
162,1,3,504,6,1.197e-4,ASV_00163,UK2
162,2,204,NA,7,3.0557e-4,ASV_00163,SE1
163,1,2,499,2,2.18396e-4,ASV_00164,IT2
163,3,233,NA,4,2.39267e-4,ASV_00164,FI1
163,1,1,340,5,6.35181e-4,ASV_00164,UK1
163,1,3,143,6,2.15319e-4,ASV_00164,UK2
163,2,312,NA,7,2.42941e-4,ASV_00164,SE1
164,1,4,278,1,1.46499e-4,ASV_00165,IT1
164,1,2,101,2,5.08924e-4,ASV_00165,IT2
164,1,1,46,5,9.36368e-4,ASV_00165,UK1
164,1,3,80,6,2.4639e-4,ASV_00165,UK2
