node_id,level1,level2,level3,leaf_id,layer_id,flow,node_name,layer_name
67,3,215,NA,NA,7,2.96353e-4,ASV_00067,SE1
68,6,275,NA,NA,1,1.43704e-4,ASV_00068,IT1
68,2,357,NA,NA,2,3.19772e-4,ASV_00068,IT2
68,1,2,6,4,3,5.22348e-5,ASV_00068,IT3
68,1,1,417,NA,5,5.48588e-4,ASV_00068,UK1
68,4,60,NA,NA,6,2.56025e-4,ASV_00068,UK2
69,2,425,NA,NA,2,2.78882e-4,ASV_00069,IT2
69,1,2,1,18,3,4.52581e-5,ASV_00069,IT3
69,5,223,NA,NA,4,2.4893e-4,ASV_00069,FI1
69,1,1,478,NA,5,3.57785e-4,ASV_00069,UK1
69,4,56,NA,NA,6,2.58423e-4,ASV_00069,UK2
69,3,421,NA,NA,7,1.42234e-4,ASV_00069,SE1
70,6,132,NA,NA,1,2.45236e-4,ASV_00070,IT1
70,2,27,NA,NA,2,6.498e-4,ASV_00070,IT2
70,1,2,9,3,3,4.15558e-5,ASV_00070,IT3
70,5,129,NA,NA,4,3.47953e-4,ASV_00070,FI1
70,1,1,220,NA,5,7.55635e-4,ASV_00070,UK1
70,4,409,NA,NA,6,1.43027e-4,ASV_00070,UK2
70,3,66,NA,NA,7,4.30504e-4,ASV_00070,SE1
71,6,32,NA,NA,1,3.30375e-4,ASV_00071,IT1
71,2,258,NA,NA,2,3.86331e-4,ASV_00071,IT2
71,1,2,1,6,3,6.14368e-5,ASV_00071,IT3
71,5,101,NA,NA,4,3.71757e-4,ASV_00071,FI1
71,1,1,453,NA,5,4.69803e-4,ASV_00071,UK1
71,4,238,NA,NA,6,1.81761e-4,ASV_00071,UK2
71,3,280,NA,NA,7,2.65189e-4,ASV_00071,SE1
72,2,250,NA,NA,2,3.93728e-4,ASV_00072,IT2
72,1,1,137,NA,5,8.32333e-4,ASV_00072,UK1
72,4,417,NA,NA,6,1.40576e-4,ASV_00072,UK2
73,6,39,NA,NA,1,3.20801e-4,ASV_00073,IT1
73,2,136,NA,NA,2,4.74664e-4,ASV_00073,IT2
73,1,2,6,7,3,3.87083e-5,ASV_00073,IT3
73,1,1,297,NA,5,6.84822e-4,ASV_00073,UK1
73,4,39,NA,NA,6,2.7006e-4,ASV_00073,UK2
74,2,208,NA,NA,2,4.17484e-4,ASV_00074,IT2
74,1,1,277,NA,5,7.07781e-4,ASV_00074,UK1
74,4,388,NA,NA,6,1.4752e-4,ASV_00074,UK2
74,3,24,NA,NA,7,5.2861e-4,ASV_00074,SE1
75,6,176,NA,NA,1,2.12683e-4,ASV_00075,IT1
75,2,161,NA,NA,2,4.54472e-4,ASV_00075,IT2
75,1,2,6,13,3,2.44661e-5,ASV_00075,IT3
75,1,1,420,NA,5,5.42824e-4,ASV_00075,UK1
75,4,182,NA,NA,6,2.00128e-4,ASV_00075,UK2
76,6,80,NA,NA,1,2.77394e-4,ASV_00076,IT1
76,2,164,NA,NA,2,4.52531e-4,ASV_00076,IT2
76,1,2,1,15,3,4.58773e-5,ASV_00076,IT3
76,5,190,NA,NA,4,2.85255e-4,ASV_00076,FI1
76,1,1,143,NA,5,8.24872e-4,ASV_00076,UK1
76,4,523,NA,NA,6,1.10838e-4,ASV_00076,UK2
76,3,40,NA,NA,7,4.82033e-4,ASV_00076,SE1
77,6,280,NA,NA,1,1.38527e-4,ASV_00077,IT1
77,2,79,NA,NA,2,5.34238e-4,ASV_00077,IT2
77,1,2,8,1,3,6.1766e-5,ASV_00077,IT3
78,6,5,NA,NA,1,4.18137e-4,ASV_00078,IT1
78,2,3,NA,NA,2,8.49673e-4,ASV_00078,IT2
78,1,2,4,20,3,6.58053e-6,ASV_00078,IT3
78,5,224,NA,NA,4,2.48881e-4,ASV_00078,FI1
78,1,1,318,NA,5,6.65192e-4,ASV_00078,UK1
78,4,349,NA,NA,6,1.57388e-4,ASV_00078,UK2
78,3,353,NA,NA,7,2.08415e-4,ASV_00078,SE1
79,6,193,NA,NA,1,2.04962e-4,ASV_00079,IT1
79,2,2,NA,NA,2,8.73145e-4,ASV_00079,IT2
79,1,2,12,4,3,2.15601e-5,ASV_00079,IT3
79,1,1,352,NA,5,6.22909e-4,ASV_00079,UK1
79,4,550,NA,NA,6,1.03396e-4,ASV_00079,UK2
80,2,552,NA,NA,2,1.50805e-4,ASV_00080,IT2
80,1,2,4,5,3,5.24508e-5,ASV_00080,IT3
80,5,220,NA,NA,4,2.51886e-4,ASV_00080,FI1
80,1,1,369,NA,5,6.07328e-4,ASV_00080,UK1
80,4,152,NA,NA,6,2.108e-4,ASV_00080,UK2
80,3,336,NA,NA,7,2.22664e-4,ASV_00080,SE1
81,6,260,NA,NA,1,1.62296e-4,ASV_00081,IT1
81,2,233,NA,NA,2,4.04756e-4,ASV_00081,IT2
81,1,2,6,16,3,1.65783e-5,ASV_00081,IT3
81,5,147,NA,NA,4,3.2907e-4,ASV_00081,FI1
81,1,1,209,NA,5,7.64473e-4,ASV_00081,UK1
81,4,37,NA,NA,6,2.70965e-4,ASV_00081,UK2
81,3,236,NA,NA,7,2.88911e-4,ASV_00081,SE1
82,1,1,83,NA,5,9.0677e-4,ASV_00082,UK1
82,4,338,NA,NA,6,1.59212e-4,ASV_00082,UK2
82,3,300,NA,NA,7,2.48579e-4,ASV_00082,SE1
83,6,281,NA,NA,1,1.38407e-4,ASV_00083,IT1
83,2,400,NA,NA,2,2.94334e-4,ASV_00083,IT2
83,1,2,4,15,3,2.63888e-5,ASV_00083,IT3
83,5,77,NA,NA,4,3.91642e-4,ASV_00083,FI1
83,1,1,460,NA,5,4.49387e-4,ASV_00083,UK1
83,4,398,NA,NA,6,1.45056e-4,ASV_00083,UK2
83,3,410,NA,NA,7,1.57132e-4,ASV_00083,SE1
84,6,3,NA,NA,1,4.39022e-4,ASV_00084,IT1
84,2,374,NA,NA,2,3.08594e-4,ASV_00084,IT2
84,1,2,2,19,3,3.41738e-5,ASV_00084,IT3
84,5,277,NA,NA,4,1.80815e-4,ASV_00084,FI1
84,1,1,489,NA,5,2.09712e-4,ASV_00084,UK1
84,4,43,NA,NA,6,2.65753e-4,ASV_00084,UK2
84,3,220,NA,NA,7,2.95057e-4,ASV_00084,SE1
85,2,256,NA,NA,2,3.89721e-4,ASV_00085,IT2
85,5,284,NA,NA,4,1.71631e-4,ASV_00085,FI1
85,1,1,404,NA,5,5.68702e-4,ASV_00085,UK1
85,4,96,NA,NA,6,2.34391e-4,ASV_00085,UK2
85,3,282,NA,NA,7,2.6323e-4,ASV_00085,SE1
86,6,87,NA,NA,1,2.73373e-4,ASV_00086,IT1
86,2,353,NA,NA,2,3.20959e-4,ASV_00086,IT2
86,1,2,2,6,3,4.75874e-5,ASV_00086,IT3
86,5,113,NA,NA,4,3.6407e-4,ASV_00086,FI1
86,1,1,260,NA,5,7.24404e-4,ASV_00086,UK1
86,4,250,NA,NA,6,1.79499e-4,ASV_00086,UK2
86,3,268,NA,NA,7,2.71934e-4,ASV_00086,SE1
87,6,188,NA,NA,1,2.08037e-4,ASV_00087,IT1
87,2,122,NA,NA,2,4.87793e-4,ASV_00087,IT2
87,1,2,2,15,3,4.00381e-5,ASV_00087,IT3
87,5,10,NA,NA,4,5.22709e-4,ASV_00087,FI1
87,1,1,269,NA,5,7.15767e-4,ASV_00087,UK1
87,4,568,NA,NA,6,9.5913e-5,ASV_00087,UK2
87,3,301,NA,NA,7,2.47436e-4,ASV_00087,SE1
88,6,201,NA,NA,1,2.00919e-4,ASV_00088,IT1
88,2,401,NA,NA,2,2.94104e-4,ASV_00088,IT2
88,1,1,182,NA,5,7.88326e-4,ASV_00088,UK1
88,4,394,NA,NA,6,1.45981e-4,ASV_00088,UK2
88,3,141,NA,NA,7,3.51099e-4,ASV_00088,SE1
89,6,206,NA,NA,1,1.95482e-4,ASV_00089,IT1
89,2,7,NA,NA,2,7.57998e-4,ASV_00089,IT2
89,1,2,4,9,3,3.88232e-5,ASV_00089,IT3
89,1,1,367,NA,5,6.10362e-4,ASV_00089,UK1
89,4,105,NA,NA,6,2.27493e-4,ASV_00089,UK2
90,6,81,NA,NA,1,2.7653e-4,ASV_00090,IT1
90,2,315,NA,NA,2,3.44348e-4,ASV_00090,IT2
90,1,2,3,5,3,5.50094e-5,ASV_00090,IT3
90,5,115,NA,NA,4,3.63269e-4,ASV_00090,FI1
90,1,1,471,NA,5,4.11874e-4,ASV_00090,UK1
90,4,393,NA,NA,6,1.46059e-4,ASV_00090,UK2
90,3,41,NA,NA,7,4.80215e-4,ASV_00090,SE1
91,6,247,NA,NA,1,1.69054e-4,ASV_00091,IT1
91,2,491,NA,NA,2,2.26933e-4,ASV_00091,IT2
91,1,2,4,11,3,3.44979e-5,ASV_00091,IT3
91,1,1,208,NA,5,7.65349e-4,ASV_00091,UK1
91,4,138,NA,NA,6,2.14101e-4,ASV_00091,UK2
92,6,288,NA,NA,1,1.29283e-4,ASV_00092,IT1
92,2,64,NA,NA,2,5.53521e-4,ASV_00092,IT2
92,1,2,5,2,3,4.55905e-5,ASV_00092,IT3
92,5,54,NA,NA,4,4.19883e-4,ASV_00092,FI1
92,1,1,438,NA,5,5.08006e-4,ASV_00092,UK1
92,4,128,NA,NA,6,2.17354e-4,ASV_00092,UK2
92,3,187,NA,NA,7,3.13655e-4,ASV_00092,SE1
93,6,42,NA,NA,1,3.16714e-4,ASV_00093,IT1
93,2,275,NA,NA,2,3.68728e-4,ASV_00093,IT2
93,5,189,NA,NA,4,2.8715e-4,ASV_00093,FI1
93,1,1,300,NA,5,6.79817e-4,ASV_00093,UK1
93,4,464,NA,NA,6,1.3073e-4,ASV_00093,UK2
93,3,216,NA,NA,7,2.95981e-4,ASV_00093,SE1
94,2,538,NA,NA,2,1.80163e-4,ASV_00094,IT2
94,5,132,NA,NA,4,3.46644e-4,ASV_00094,FI1
94,1,1,359,NA,5,6.19317e-4,ASV_00094,UK1
94,4,131,NA,NA,6,2.16986e-4,ASV_00094,UK2
94,3,406,NA,NA,7,1.63984e-4,ASV_00094,SE1
95,6,154,NA,NA,1,2.3192e-4,ASV_00095,IT1
95,2,510,NA,NA,2,2.08981e-4,ASV_00095,IT2
95,1,2,5,15,3,2.16868e-5,ASV_00095,IT3
95,1,1,201,NA,5,7.69296e-4,ASV_00095,UK1
95,4,77,NA,NA,6,2.44446e-4,ASV_00095,UK2
95,3,71,NA,NA,7,4.23339e-4,ASV_00095,SE1
96,6,131,NA,NA,1,2.45241e-4,ASV_00096,IT1
96,2,455,NA,NA,2,2.52041e-4,ASV_00096,IT2
96,1,2,7,13,3,2.15035e-5,ASV_00096,IT3
96,5,106,NA,NA,4,3.67509e-4,ASV_00096,FI1
96,1,1,378,NA,5,5.93597e-4,ASV_00096,UK1
96,4,116,NA,NA,6,2.2359e-4,ASV_00096,UK2
96,3,2,NA,NA,7,7.32506e-4,ASV_00096,SE1
97,6,150,NA,NA,1,2.34183e-4,ASV_00097,IT1
97,2,343,NA,NA,2,3.26958e-4,ASV_00097,IT2
97,1,2,8,3,3,3.70864e-5,ASV_00097,IT3
97,1,1,288,NA,5,6.91226e-4,ASV_00097,UK1
97,4,308,NA,NA,6,1.65924e-4,ASV_00097,UK2
97,3,206,NA,NA,7,3.04361e-4,ASV_00097,SE1
98,6,301,NA,NA,1,1.06057e-4,ASV_00098,IT1
98,2,436,NA,NA,2,2.68222e-4,ASV_00098,IT2
98,1,2,2,2,3,6.85825e-5,ASV_00098,IT3
98,1,1,248,NA,5,7.34355e-4,ASV_00098,UK1
99,6,40,NA,NA,1,3.19271e-4,ASV_00099,IT1
99,2,145,NA,NA,2,4.6552e-4,ASV_00099,IT2
99,5,50,NA,NA,4,4.28729e-4,ASV_00099,FI1
99,1,1,251,NA,5,7.33339e-4,ASV_00099,UK1
99,4,519,NA,NA,6,1.11539e-4,ASV_00099,UK2
100,2,66,NA,NA,2,5.50601e-4,ASV_00100,IT2
100,1,2,7,2,3,5.61402e-5,ASV_00100,IT3
100,5,205,NA,NA,4,2.71027e-4,ASV_00100,FI1
100,1,1,210,NA,5,7.63318e-4,ASV_00100,UK1
100,4,379,NA,NA,6,1.49835e-4,ASV_00100,UK2
100,3,334,NA,NA,7,2.25245e-4,ASV_00100,SE1
101,6,13,NA,NA,1,3.71334e-4,ASV_00101,IT1
101,2,98,NA,NA,2,5.18209e-4,ASV_00101,IT2
101,5,29,NA,NA,4,4.76307e-4,ASV_00101,FI1
101,1,1,231,NA,5,7.48278e-4,ASV_00101,UK1
101,4,405,NA,NA,6,1.43761e-4,ASV_00101,UK2
101,3,409,NA,NA,7,1.58087e-4,ASV_00101,SE1
102,6,47,NA,NA,1,3.10663e-4,ASV_00102,IT1
102,2,439,NA,NA,2,2.63931e-4,ASV_00102,IT2
102,1,2,5,3,3,4.54587e-5,ASV_00102,IT3
102,1,1,185,NA,5,7.83757e-4,ASV_00102,UK1
102,4,360,NA,NA,6,1.53401e-4,ASV_00102,UK2
103,6,68,NA,NA,1,2.84316e-4,ASV_00103,IT1
103,2,533,NA,NA,2,1.81965e-4,ASV_00103,IT2
103,1,2,4,19,3,1.1115e-5,ASV_00103,IT3
103,1,1,204,NA,5,7.66765e-4,ASV_00103,UK1
103,4,619,NA,NA,6,6.4981e-5,ASV_00103,UK2
104,2,278,NA,NA,2,3.67494e-4,ASV_00104,IT2
104,1,2,5,17,3,1.86679e-5,ASV_00104,IT3
104,5,127,NA,NA,4,3.49546e-4,ASV_00104,FI1
104,1,1,291,NA,5,6.88798e-4,ASV_00104,UK1
104,4,74,NA,NA,6,2.45395e-4,ASV_00104,UK2
104,3,212,NA,NA,7,2.98984e-4,ASV_00104,SE1
105,6,53,NA,NA,1,3.03482e-4,ASV_00105,IT1
105,2,454,NA,NA,2,2.53066e-4,ASV_00105,IT2
105,1,2,6,5,3,4.2795e-5,ASV_00105,IT3
105,5,186,NA,NA,4,2.89025e-4,ASV_00105,FI1
105,1,1,26,NA,5,9.86089e-4,ASV_00105,UK1
105,4,621,NA,NA,6,6.27136e-5,ASV_00105,UK2
105,3,217,NA,NA,7,2.95921e-4,ASV_00105,SE1
106,6,253,NA,NA,1,1.65795e-4,ASV_00106,IT1
106,2,556,NA,NA,2,1.35268e-4,ASV_00106,IT2
106,5,320,NA,NA,4,1.23037e-4,ASV_00106,FI1
106,1,1,380,NA,5,5.91777e-4,ASV_00106,UK1
106,4,496,NA,NA,6,1.16811e-4,ASV_00106,UK2
106,3,153,NA,NA,7,3.41188e-4,ASV_00106,SE1
107,6,149,NA,NA,1,2.35768e-4,ASV_00107,IT1
107,2,566,NA,NA,2,1.04076e-4,ASV_00107,IT2
107,1,2,1,7,3,6.1164e-5,ASV_00107,IT3
107,5,314,NA,NA,4,1.45229e-4,ASV_00107,FI1
107,1,1,350,NA,5,6.23238e-4,ASV_00107,UK1
107,4,522,NA,NA,6,1.10851e-4,ASV_00107,UK2
107,3,272,NA,NA,7,2.71533e-4,ASV_00107,SE1
108,2,174,NA,NA,2,4.47525e-4,ASV_00108,IT2
108,1,1,155,NA,5,8.12227e-4,ASV_00108,UK1
108,4,104,NA,NA,6,2.27902e-4,ASV_00108,UK2
109,2,554,NA,NA,2,1.39357e-4,ASV_00109,IT2
109,5,36,NA,NA,4,4.57411e-4,ASV_00109,FI1
109,1,1,60,NA,5,9.28242e-4,ASV_00109,UK1
109,4,115,NA,NA,6,2.23626e-4,ASV_00109,UK2
109,3,249,NA,NA,7,2.82486e-4,ASV_00109,SE1
110,6,240,NA,NA,1,1.73213e-4,ASV_00110,IT1
110,2,482,NA,NA,2,2.31026e-4,ASV_00110,IT2
110,1,1,226,NA,5,7.51335e-4,ASV_00110,UK1
110,4,582,NA,NA,6,9.06825e-5,ASV_00110,UK2
110,3,356,NA,NA,7,2.05697e-4,ASV_00110,SE1
111,6,72,NA,NA,1,2.80045e-4,ASV_00111,IT1
111,2,94,NA,NA,2,5.23038e-4,ASV_00111,IT2
111,1,2,2,10,3,4.61634e-5,ASV_00111,IT3
111,1,1,27,NA,5,9.8185e-4,ASV_00111,UK1
112,6,137,NA,NA,1,2.42303e-4,ASV_00112,IT1
112,2,245,NA,NA,2,3.95624e-4,ASV_00112,IT2
112,1,2,2,20,3,3.30841e-5,ASV_00112,IT3
112,5,131,NA,NA,4,3.46741e-4,ASV_00112,FI1
112,1,1,80,NA,5,9.07594e-4,ASV_00112,UK1
112,4,321,NA,NA,6,1.62812e-4,ASV_00112,UK2
112,3,35,NA,NA,7,4.9624e-4,ASV_00112,SE1
113,6,86,NA,NA,1,2.74106e-4,ASV_00113,IT1
113,2,328,NA,NA,2,3.39286e-4,ASV_00113,IT2
113,1,2,8,11,3,5.92636e-6,ASV_00113,IT3
113,5,238,NA,NA,4,2.31201e-4,ASV_00113,FI1
113,1,1,281,NA,5,7.01134e-4,ASV_00113,UK1
113,4,224,NA,NA,6,1.84891e-4,ASV_00113,UK2
113,3,113,NA,NA,7,3.80013e-4,ASV_00113,SE1
114,6,220,NA,NA,1,1.86336e-4,ASV_00114,IT1
115,2,166,NA,NA,2,4.52169e-4,ASV_00115,IT2
115,1,1,112,NA,5,8.64938e-4,ASV_00115,UK1
116,6,122,NA,NA,1,2.48621e-4,ASV_00116,IT1
116,2,542,NA,NA,2,1.74286e-4,ASV_00116,IT2
116,1,2,14,2,3,1.89458e-5,ASV_00116,IT3
116,5,241,NA,NA,4,2.27769e-4,ASV_00116,FI1
116,1,1,450,NA,5,4.783e-4,ASV_00116,UK1
116,4,470,NA,NA,6,1.28167e-4,ASV_00116,UK2
116,3,164,NA,NA,7,3.33461e-4,ASV_00116,SE1
117,6,124,NA,NA,1,0.00024833500000000003,ASV_00117,IT1
117,2,137,NA,NA,2,4.74402e-4,ASV_00117,IT2
117,1,2,7,15,3,1.49461e-5,ASV_00117,IT3
117,5,100,NA,NA,4,3.72923e-4,ASV_00117,FI1
117,1,1,76,NA,5,9.08687e-4,ASV_00117,UK1
117,4,84,NA,NA,6,2.41691e-4,ASV_00117,UK2
118,6,256,NA,NA,1,1.64733e-4,ASV_00118,IT1
118,2,334,NA,NA,2,3.35907e-4,ASV_00118,IT2
118,5,42,NA,NA,4,4.51221e-4,ASV_00118,FI1
118,1,1,289,NA,5,6.90852e-4,ASV_00118,UK1
118,4,298,NA,NA,6,1.67274e-4,ASV_00118,UK2
118,3,184,NA,NA,7,3.19146e-4,ASV_00118,SE1
119,2,201,NA,NA,2,4.19504e-4,ASV_00119,IT2
119,1,2,7,12,3,2.30436e-5,ASV_00119,IT3
119,5,41,NA,NA,4,4.51715e-4,ASV_00119,FI1
119,1,1,481,NA,5,3.46885e-4,ASV_00119,UK1
119,4,315,NA,NA,6,1.63792e-4,ASV_00119,UK2
120,6,239,NA,NA,1,1.74029e-4,ASV_00120,IT1
120,2,248,NA,NA,2,3.9449e-4,ASV_00120,IT2
120,1,1,427,NA,5,5.32357e-4,ASV_00120,UK1
120,4,58,NA,NA,6,2.5803e-4,ASV_00120,UK2
120,3,431,NA,NA,7,1.33854e-4,ASV_00120,SE1
121,5,17,NA,NA,4,5.03518e-4,ASV_00121,FI1
121,1,1,313,NA,5,6.69864e-4,ASV_00121,UK1
121,4,446,NA,NA,6,1.34653e-4,ASV_00121,UK2
122,6,179,NA,NA,1,2.12391e-4,ASV_00122,IT1
122,2,77,NA,NA,2,5.34503e-4,ASV_00122,IT2
122,1,2,7,6,3,3.7914e-5,ASV_00122,IT3
122,1,1,99,NA,5,8.87322e-4,ASV_00122,UK1
123,2,289,NA,NA,2,3.59119e-4,ASV_00123,IT2
123,5,45,NA,NA,4,4.38097e-4,ASV_00123,FI1
123,1,1,370,NA,5,6.06694e-4,ASV_00123,UK1
123,4,339,NA,NA,6,1.59199e-4,ASV_00123,UK2
123,3,193,NA,NA,7,3.1002e-4,ASV_00123,SE1
124,6,186,NA,NA,1,2.08495e-4,ASV_00125,IT1
124,2,498,NA,NA,2,2.20957e-4,ASV_00125,IT2
124,5,318,NA,NA,4,1.31869e-4,ASV_00125,FI1
124,1,1,121,NA,5,8.48774e-4,ASV_00125,UK1
124,4,452,NA,NA,6,1.33826e-4,ASV_00125,UK2
124,3,255,NA,NA,7,2.7973e-4,ASV_00125,SE1
125,5,150,NA,NA,4,3.25904e-4,ASV_00126,FI1
125,1,1,94,NA,5,8.96021e-4,ASV_00126,UK1
125,4,61,NA,NA,6,2.55956e-4,ASV_00126,UK2
125,3,18,NA,NA,7,5.64773e-4,ASV_00126,SE1
126,6,61,NA,NA,1,2.96954e-4,ASV_00127,IT1
126,2,396,NA,NA,2,2.96893e-4,ASV_00127,IT2
126,1,2,2,33,3,1.49805e-5,ASV_00127,IT3
126,1,1,225,NA,5,7.52411e-4,ASV_00127,UK1
126,4,413,NA,NA,6,1.42129e-4,ASV_00127,UK2
127,6,51,NA,NA,1,3.03943e-4,ASV_00128,IT1
127,2,514,NA,NA,2,2.02627e-4,ASV_00128,IT2
127,1,2,2,11,3,4.60271e-5,ASV_00128,IT3
127,5,94,NA,NA,4,3.74878e-4,ASV_00128,FI1
127,1,1,242,NA,5,7.41165e-4,ASV_00128,UK1
127,4,418,NA,NA,6,1.40272e-4,ASV_00128,UK2
127,3,224,NA,NA,7,2.94045e-4,ASV_00128,SE1
128,6,125,NA,NA,1,2.48207e-4,ASV_00129,IT1
128,2,493,NA,NA,2,2.26595e-4,ASV_00129,IT2
128,1,2,9,6,3,1.99121e-5,ASV_00129,IT3
128,1,1,282,NA,5,6.99177e-4,ASV_00129,UK1
128,4,614,NA,NA,6,7.10921e-5,ASV_00129,UK2
129,6,115,NA,NA,1,2.53542e-4,ASV_00130,IT1
129,2,195,NA,NA,2,4.28683e-4,ASV_00130,IT2
129,1,2,3,3,3,6.34004e-5,ASV_00130,IT3
129,5,53,NA,NA,4,4.2107e-4,ASV_00130,FI1
129,1,1,87,NA,5,9.0075e-4,ASV_00130,UK1
129,4,203,NA,NA,6,1.92867e-4,ASV_00130,UK2
130,6,55,NA,NA,1,3.02435e-4,ASV_00131,IT1
130,2,477,NA,NA,2,2.33274e-4,ASV_00131,IT2
130,1,2,2,18,3,3.44064e-5,ASV_00131,IT3
130,5,278,NA,NA,4,1.77941e-4,ASV_00131,FI1
130,1,1,490,NA,5,1.75869e-4,ASV_00131,UK1
130,4,75,NA,NA,6,2.45296e-4,ASV_00131,UK2
130,3,154,NA,NA,7,3.41081e-4,ASV_00131,SE1
131,2,38,NA,NA,2,6.16332e-4,ASV_00132,IT2
131,1,1,467,NA,5,4.21092e-4,ASV_00132,UK1
131,4,401,NA,NA,6,1.44397e-4,ASV_00132,UK2
132,6,118,NA,NA,1,2.49764e-4,ASV_00133,IT1
132,2,49,NA,NA,2,5.85338e-4,ASV_00133,IT2
132,1,2,2,30,3,2.2986e-5,ASV_00133,IT3
132,5,171,NA,NA,4,3.01124e-4,ASV_00133,FI1
132,1,1,390,NA,5,5.84401e-4,ASV_00133,UK1
132,4,592,NA,NA,6,8.50616e-5,ASV_00133,UK2
133,5,39,NA,NA,4,4.54183e-4,ASV_00134,FI1
133,1,1,353,NA,5,6.21442e-4,ASV_00134,UK1
133,4,200,NA,NA,6,1.93274e-4,ASV_00134,UK2
133,3,96,NA,NA,7,3.96993e-4,ASV_00134,SE1
134,1,2,3,15,3,3.06883e-5,ASV_00135,IT3
134,5,108,NA,NA,4,3.6639e-4,ASV_00135,FI1
134,1,1,264,NA,5,7.2257e-4,ASV_00135,UK1
134,4,420,NA,NA,6,1.39648e-4,ASV_00135,UK2
134,3,151,NA,NA,7,3.42886e-4,ASV_00135,SE1
135,6,184,NA,NA,1,2.10628e-4,ASV_00136,IT1
135,2,543,NA,NA,2,1.73524e-4,ASV_00136,IT2
135,1,2,1,21,3,4.09779e-5,ASV_00136,IT3
135,5,103,NA,NA,4,3.69734e-4,ASV_00136,FI1
135,1,1,171,NA,5,7.95829e-4,ASV_00136,UK1
135,4,628,NA,NA,6,5.02136e-5,ASV_00136,UK2
135,3,189,NA,NA,7,3.11653e-4,ASV_00136,SE1
136,6,16,NA,NA,1,3.6242e-4,ASV_00137,IT1
136,2,34,NA,NA,2,6.23959e-4,ASV_00137,IT2
136,1,2,4,16,3,2.5768e-5,ASV_00137,IT3
136,1,1,10,NA,5,0.00103602,ASV_00137,UK1
136,4,336,NA,NA,6,1.59427e-4,ASV_00137,UK2
137,2,304,NA,NA,2,3.51898e-4,ASV_00138,IT2
137,5,141,NA,NA,4,3.37518e-4,ASV_00138,FI1
137,1,1,448,NA,5,4.88892e-4,ASV_00138,UK1
137,4,325,NA,NA,6,1.61673e-4,ASV_00138,UK2
137,3,270,NA,NA,7,2.71714e-4,ASV_00138,SE1
138,6,287,NA,NA,1,1.31342e-4,ASV_00139,IT1
138,2,96,NA,NA,2,5.19689e-4,ASV_00139,IT2
138,1,1,93,NA,5,8.96986e-4,ASV_00139,UK1
138,4,34,NA,NA,6,2.7405e-4,ASV_00139,UK2
138,3,157,NA,NA,7,3.38055e-4,ASV_00139,SE1
139,6,226,NA,NA,1,1.84306e-4,ASV_00140,IT1
139,2,123,NA,NA,2,4.87736e-4,ASV_00140,IT2
139,1,2,5,9,3,3.19065e-5,ASV_00140,IT3
139,5,315,NA,NA,4,1.4445e-4,ASV_00140,FI1
139,1,1,215,NA,5,7.60161e-4,ASV_00140,UK1
139,4,241,NA,NA,6,1.81423e-4,ASV_00140,UK2
139,3,400,NA,NA,7,1.71788e-4,ASV_00140,SE1
140,6,262,NA,NA,1,1.61369e-4,ASV_00141,IT1
140,2,87,NA,NA,2,5.26243e-4,ASV_00141,IT2
140,1,2,5,5,3,3.95012e-5,ASV_00141,IT3
140,1,1,299,NA,5,6.82036e-4,ASV_00141,UK1
140,4,155,NA,NA,6,2.09253e-4,ASV_00141,UK2
140,3,450,NA,NA,7,1.00378e-4,ASV_00141,SE1
141,6,20,NA,NA,1,3.59475e-4,ASV_00142,IT1
141,2,107,NA,NA,2,5.05681e-4,ASV_00142,IT2
141,1,2,1,8,3,5.74726e-5,ASV_00142,IT3
141,5,249,NA,NA,4,2.22682e-4,ASV_00142,FI1
141,1,1,296,NA,5,6.85027e-4,ASV_00142,UK1
141,4,202,NA,NA,6,1.92955e-4,ASV_00142,UK2
141,3,354,NA,NA,7,2.07569e-4,ASV_00142,SE1
142,1,1,216,NA,5,7.59684e-4,ASV_00143,UK1
142,4,623,NA,NA,6,6.02238e-5,ASV_00143,UK2
142,3,412,NA,NA,7,1.54955e-4,ASV_00143,SE1
143,6,208,NA,NA,1,1.94041e-4,ASV_00144,IT1
143,2,212,NA,NA,2,4.16034e-4,ASV_00144,IT2
143,1,2,3,16,3,2.75792e-5,ASV_00144,IT3
143,5,104,NA,NA,4,3.69526e-4,ASV_00144,FI1
143,1,1,237,NA,5,7.42889e-4,ASV_00144,UK1
143,4,306,NA,NA,6,1.66023e-4,ASV_00144,UK2
143,3,77,NA,NA,7,4.17729e-4,ASV_00144,SE1
144,6,222,NA,NA,1,1.85603e-4,ASV_00145,IT1
144,2,280,NA,NA,2,3.65791e-4,ASV_00145,IT2
144,1,2,2,8,3,4.72212e-5,ASV_00145,IT3
144,1,1,424,NA,5,5.39102e-4,ASV_00145,UK1
145,2,452,NA,NA,2,2.5446e-4,ASV_00146,IT2
145,1,2,1,10,3,5.46636e-5,ASV_00146,IT3
145,5,64,NA,NA,4,4.08985e-4,ASV_00146,FI1
145,1,1,292,NA,5,6.88287e-4,ASV_00146,UK1
145,4,491,NA,NA,6,1.191e-4,ASV_00146,UK2
145,3,379,NA,NA,7,1.86547e-4,ASV_00146,SE1
146,6,120,NA,NA,1,2.49304e-4,ASV_00147,IT1
146,2,86,NA,NA,2,5.27596e-4,ASV_00147,IT2
146,1,2,9,4,3,3.93047e-5,ASV_00147,IT3
